nome,preparacao,nome_busca,kcal_100g,proteina_g,carboidrato_g,gordura_g,fibra_g,sodio_mg,gordura_saturada_g,gordura_trans_g,acucar_g,colesterol_mg,fonte
CARNE DE AVES DEFUMADA,NAO SE APLICA,carne de aves defumada,195.66,30.91,,7.07,,77.0,1.67,0.1,,85.0,IBGE
CARNE SALGADA NAO ESPECIFICADA,COZIDO(A),carne salgada nao especificada cozido,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE SALGADA NAO ESPECIFICADA,GRELHADO(A)/BRASA/CHURRASCO,carne salgada nao especificada grelhado,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE SALGADA NAO ESPECIFICADA,ASSADO(A),carne salgada nao especificada assado,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
CARNE SALGADA NAO ESPECIFICADA,FRITO(A),carne salgada nao especificada frito,347.0,25.29,,26.56,,1826.42,10.8,0.03,,94.0,IBGE
CARNE SALGADA NAO ESPECIFICADA,REFOGADO(A),carne salgada nao especificada refogado,347.0,25.29,,26.56,,1826.42,10.8,0.03,,94.0,IBGE
CARNE SALGADA NAO ESPECIFICADA,MOLHO VERMELHO,carne salgada nao especificada ao molho vermelho,255.2,21.78,1.08,17.56,0.3,1659.2,8.41,,0.85,80.0,IBGE
CARNE SALGADA NAO ESPECIFICADA,NAO SE APLICA,carne salgada nao especificada,313.0,26.9,,21.9,,1943.0,10.5,0.93,,100.0,IBGE
MINI CHICKEN EMPANADO,COZIDO(A),mini chicken empanado cozido,273.02,16.24,15.91,15.63,0.64,704.38,3.62,3.01,0.14,39.84,IBGE
MINI CHICKEN EMPANADO,GRELHADO(A)/BRASA/CHURRASCO,mini chicken empanado grelhado,273.02,16.24,15.91,15.63,0.64,704.38,3.62,3.01,0.14,39.84,IBGE
MINI CHICKEN EMPANADO,ASSADO(A),mini chicken empanado assado,273.02,16.24,15.91,15.63,0.64,704.38,3.62,3.01,0.14,39.84,IBGE
MINI CHICKEN EMPANADO,FRITO(A),mini chicken empanado frito,273.02,16.24,15.91,15.63,0.64,704.38,3.62,3.01,0.14,39.84,IBGE
MINI CHICKEN EMPANADO,EMPANADO(A)/A MILANESA,mini chicken empanado empanado,273.02,16.24,15.91,15.63,0.64,704.38,3.62,3.01,0.14,39.84,IBGE
MORTADELA LIGHT,NAO SE APLICA,mortadela light,211.0,13.06,3.45,16.06,,716.0,5.46,0.11,0.46,79.0,IBGE
SALSICHA NO VAREJO LIGHT,FRITO(A),salsicha no varejo light frito,154.0,11.0,4.4,10.0,,1257.0,3.69,0.19,3.63,44.0,IBGE
SALAME LIGHT,NAO SE APLICA,salame light,145.18,14.7,0.5,8.94,,999.07,2.47,0.19,0.5,51.52,IBGE
BLANQUET DE PERU LIGHT,NAO SE APLICA,blanquet de peru light,124.12,14.99,7.11,3.57,,853.62,1.04,0.11,2.8,37.61,IBGE
HAMBURGUER NAO ESPECIFICADO LIGHT,NAO SE APLICA,hamburguer nao especificado light,190.0,27.03,,8.26,,59.2,3.49,0.37,,78.2,IBGE
REFRIGERANTE DE COLA TRADICIONAL,NAO SE APLICA,refrigerante de cola tradicional,36.87,0.07,9.53,0.02,,3.99,,,10.56,,IBGE
COCA COLA TRADICIONAL,NAO SE APLICA,coca cola tradicional,36.87,0.07,9.53,0.02,,3.99,,,10.56,,IBGE
FANTA LARANJA TRADICIONAL,NAO SE APLICA,fanta laranja tradicional,48.0,,12.3,,,12.0,,,12.03,,IBGE
SUKITA TRADICIONAL,NAO SE APLICA,sukita tradicional,48.0,,12.3,,,12.0,,,12.03,,IBGE
REFRIGERANTE DE GUARANA TRADICIONAL,NAO SE APLICA,refrigerante de guarana tradicional,39.0,,10.0,,,9.0,,,10.0,,IBGE
GUARANA TRADICIONAL,NAO SE APLICA,guarana tradicional,39.0,,10.0,,,9.0,,,10.0,,IBGE
SPRIT REFRIGERANTE TRADICIONAL,NAO SE APLICA,sprit refrigerante tradicional,40.0,0.05,10.14,0.02,,9.0,,,9.07,,IBGE
FANTA UVA TRADICIONAL,NAO SE APLICA,fanta uva tradicional,48.0,,12.3,,,12.0,,,12.03,,IBGE
REFRIGERANTE DE COLA LIGHT,NAO SE APLICA,refrigerante de cola light,2.0,0.11,0.29,0.03,,8.01,,,,,IBGE
COCA COLA LIGHT,NAO SE APLICA,coca cola light,2.0,0.11,0.29,0.03,,8.01,,,,,IBGE
REFRIGERANTE DE COLA DIET,NAO SE APLICA,refrigerante de cola diet,2.0,0.11,0.29,0.03,,8.0,,,,,IBGE
MINUANO TRADICIONAL,NAO SE APLICA,minuano tradicional,40.0,0.05,10.14,0.02,,9.0,,,9.07,,IBGE
MATE TRADICIONAL,NAO SE APLICA,mate tradicional,2.8,0.25,2.31,,1.86,0.27,,,0.06,,IBGE
BIDU TRADICIONAL,NAO SE APLICA,bidu tradicional,39.0,,10.0,,,9.0,,,10.0,,IBGE
TUBAINA TRADICIONAL,NAO SE APLICA,tubaina tradicional,39.0,,10.0,,,9.0,,,10.0,,IBGE
TUBAINA LIGHT,NAO SE APLICA,tubaina light,2.0,0.11,0.29,0.03,,8.01,,,,,IBGE
CALDO DE CANA,NAO SE APLICA,caldo de cana,73.58,,19.97,0.05,,18.34,,,9.83,,IBGE
GARAPA,NAO SE APLICA,garapa,73.58,,19.97,0.05,,18.34,,,9.83,,IBGE
AGUA DE COCO,NAO SE APLICA,agua de coco,19.28,0.73,3.76,0.2,1.12,106.52,0.18,,1.49,,IBGE
Q-SUCO,NAO SE APLICA,qsuco,15.28,,3.91,0.0,,1.68,0.0,,3.81,,IBGE
Q-REFRESKO,NAO SE APLICA,qrefresko,15.28,,3.91,0.0,,1.68,0.0,,3.81,,IBGE
NESCAFE,NAO SE APLICA,nescafe,241.0,12.2,75.4,0.5,,37.0,0.2,,0.48,,IBGE
ERVA MATE,NAO SE APLICA,erva mate,2.8,0.25,2.31,,1.86,0.27,,,0.06,,IBGE
CHIMARRAO,NAO SE APLICA,chimarrao,2.8,0.25,2.31,,1.86,0.27,,,0.06,,IBGE
TERERE,NAO SE APLICA,terere,2.8,0.25,2.31,,1.86,0.27,,,0.06,,IBGE
LEVEDO DE CERVEJA,NAO SE APLICA,levedo de cerveja,170.0,16.2,28.1,1.3,11.5,3400.0,0.2,,13.54,,IBGE
REFRIGERANTE NAO ESPECIFICADO,NAO SE APLICA,refrigerante nao especificado,36.87,0.07,9.53,0.02,,3.99,,,10.56,,IBGE
CEVADA EM PO,NAO SE APLICA,cevada em po,352.0,9.91,77.72,1.16,15.6,9.0,0.24,,1.3,,IBGE
CHOCOMILK,NAO SE APLICA,chocomilk,83.32,3.18,10.38,3.4,0.8,60.23,2.11,0.12,10.14,12.05,IBGE
AGUA TONICA TRADICIONAL,NAO SE APLICA,agua tonica tradicional,40.02,0.05,10.14,0.02,,9.0,,,9.07,,IBGE
"CHA DIET (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",NAO SE APLICA,cha diet preto camomila erva cidreira capim limao etc,2.52,0.01,0.67,,,2.98,0.0,,0.34,,IBGE
PARAGUAI REFRIGERANTE TRADICIONAL,NAO SE APLICA,paraguai refrigerante tradicional,39.0,,10.0,,,9.0,,,10.0,,IBGE
GATORADE,NAO SE APLICA,gatorade,27.01,,6.76,0.1,,30.01,,,5.9,,IBGE
BEBIDA ENERGETICA,NAO SE APLICA,bebida energetica,45.35,0.25,11.03,0.08,,84.65,,,10.14,,IBGE
"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",NAO SE APLICA,cha preto camomila erva cidreira capim limao etc,1.0,,0.3,,,3.0,0.0,,,,IBGE
CAFE SOLUVEL CAPUCCINO,NAO SE APLICA,cafe soluvel capuccino,27.71,0.26,5.17,0.84,0.13,50.1,0.79,0.0,4.35,,IBGE
MATE LIGHT,NAO SE APLICA,mate light,2.8,0.25,2.31,,1.86,0.27,,,0.06,,IBGE
AGUA TONICA LIGHT,NAO SE APLICA,agua tonica light,40.02,0.05,10.14,0.02,,9.0,,,9.07,,IBGE
PARAGUAI REFRIGERANTE LIGHT,NAO SE APLICA,paraguai refrigerante light,2.0,0.11,0.29,0.03,,8.01,,,,,IBGE
Q-SUCO LIGHT,NAO SE APLICA,qsuco light,15.28,,3.91,0.0,,1.68,0.0,,3.81,,IBGE
Q-REFRESKO LIGHT,NAO SE APLICA,qrefresko light,15.28,,3.91,0.0,,1.68,0.0,,3.81,,IBGE
Q-SUCO DIET,NAO SE APLICA,qsuco diet,15.28,,3.91,0.0,,1.68,0.0,,3.81,,IBGE
CAFE CAPUCCINO SOLUVEL LIGHT,NAO SE APLICA,cafe capuccino soluvel light,12.77,0.14,0.91,1.01,0.05,24.95,0.94,0.0,0.18,,IBGE
CAFE CAPUCCINO SOLUVEL DIET,NAO SE APLICA,cafe capuccino soluvel diet,12.77,0.14,0.91,1.01,0.05,24.95,0.94,0.0,0.18,,IBGE
AGUA TONICA DIET,NAO SE APLICA,agua tonica diet,40.02,0.05,10.14,0.02,,9.0,,,9.07,,IBGE
REFRIGERANTE DE QUININO DIETETICO,NAO SE APLICA,refrigerante de quinino dietetico,40.02,0.05,10.14,0.02,,9.0,,,9.07,,IBGE
CHA MATE ORGANICO,NAO SE APLICA,cha mate organico,2.8,0.25,2.31,,1.86,0.27,,,0.06,,IBGE
CHIMARRAO ORGANICO,NAO SE APLICA,chimarrao organico,2.8,0.25,2.31,,1.86,0.27,,,0.06,,IBGE
SUCO DE CLOROFILA,NAO SE APLICA,suco de clorofila,1.87,0.24,0.31,0.02,0.2,52.14,0.0,,0.07,,IBGE
CAFE COM FARINHA,NAO SE APLICA,cafe com farinha,181.0,0.86,44.19,0.16,3.44,1.5,0.05,,,,IBGE
CERVEJA (COM OU SEM ALCOOL),NAO SE APLICA,cerveja com ou sem alcool,43.19,0.46,3.57,,,4.02,,,,,IBGE
CHOPP,NAO SE APLICA,chopp,43.19,0.46,3.57,,,4.02,,,,,IBGE
AGUARDENTE,NAO SE APLICA,aguardente,216.0,,,,,3.0,,,,,IBGE
CACHACA,NAO SE APLICA,cachaca,216.0,,,,,3.0,,,,,IBGE
BATIDA DE QUALQUER SABOR,NAO SE APLICA,batida de qualquer sabor,187.38,0.54,22.14,3.69,0.32,1.6,3.23,,20.78,,IBGE
RUM,NAO SE APLICA,rum,230.18,,,,,1.0,,,,,IBGE
VODKA,NAO SE APLICA,vodka,217.15,,,,,0.94,,,,,IBGE
UISQUE,NAO SE APLICA,uisque,230.18,,,,,1.0,,,,,IBGE
WHISKY,NAO SE APLICA,whisky,230.18,,,,,1.0,,,,,IBGE
CHAMPANHE,NAO SE APLICA,champanhe,82.0,0.07,2.6,,,5.0,,,0.07,,IBGE
SIDRA CHAMPANHE,NAO SE APLICA,sidra champanhe,82.0,0.07,2.6,,,5.0,,,0.07,,IBGE
MARTINI,NAO SE APLICA,martini,194.44,0.01,0.53,,,1.58,,,0.01,,IBGE
CONHAQUE,NAO SE APLICA,conhaque,231.0,,,,,1.0,,,,,IBGE
DRINK DREHER,NAO SE APLICA,drink dreher,216.0,,,,,3.0,,,,,IBGE
LICOR DE QUALQUER SABOR,NAO SE APLICA,licor de qualquer sabor,282.65,,33.64,,,1.99,,,28.27,,IBGE
CAJUINA,NAO SE APLICA,cajuina,45.0,0.8,11.5,,1.5,15.0,,,,,IBGE
VINHO,NAO SE APLICA,vinho,84.5,0.07,2.6,,,3.98,,,0.02,,IBGE
CATUABA,NAO SE APLICA,catuaba,216.0,,,,,3.0,,,,,IBGE
COQUETEL DE FRUTAS,NAO SE APLICA,coquetel de frutas,187.38,0.54,22.14,3.69,0.32,1.6,3.23,,20.78,,IBGE
CAIPIRINHA,NAO SE APLICA,caipirinha,143.9,0.1,37.9,0.1,0.1,14.38,0.01,,32.08,,IBGE
BEBIDA ALCOOLICA,NAO SE APLICA,bebida alcoolica,216.0,,,,,3.0,,,,,IBGE
VINHO ORGANICO,NAO SE APLICA,vinho organico,84.5,0.07,2.6,,,3.98,,,0.02,,IBGE
CERVEJA (COM OU SEM ALCOOL) LIGHT,NAO SE APLICA,cerveja com ou sem alcool light,29.0,0.24,1.64,,,4.0,,,0.09,,IBGE
CAXIRI (AGUARDENTE DE MANDIOCA),NAO SE APLICA,caxiri aguardente de mandioca,216.0,,,,,3.0,,,,,IBGE
AZEITE DE OLIVA,NAO SE APLICA,azeite de oliva,887.81,,,100.43,,2.01,13.87,0.16,,,IBGE
OLEO DE SOJA,NAO SE APLICA,oleo de soja,879.73,,,99.52,,,15.57,0.53,,,IBGE
BANHA SUINA,NAO SE APLICA,banha suina,902.0,,,100.0,,,39.2,1.08,,95.0,IBGE
BANHA BOVINA,NAO SE APLICA,banha bovina,680.0,10.65,,70.33,,23.0,28.5,3.38,,95.0,IBGE
OLEO NAO ESPECIFICADO,NAO SE APLICA,oleo nao especificado,879.73,,,99.52,,,15.57,0.53,,,IBGE
OLEO DE DENDE,NAO SE APLICA,oleo de dende,857.84,,,99.52,,,81.11,0.17,,,IBGE
SALGADINHO,NAO SE APLICA,salgadinho,274.6,13.41,16.54,16.88,0.88,165.16,4.61,0.43,2.68,107.65,IBGE
"PASTEL (QUEIJO, CARNE, PALMITO, ETC)",NAO SE APLICA,pastel queijo carne palmito etc,319.81,10.38,33.51,15.68,1.45,413.2,3.16,0.07,0.36,61.19,IBGE
CROQUETE,NAO SE APLICA,croquete,274.6,13.41,16.54,16.88,0.88,165.16,4.61,0.43,2.68,107.65,IBGE
COXINHA,NAO SE APLICA,coxinha,274.6,13.41,16.54,16.88,0.88,165.16,4.61,0.43,2.68,107.65,IBGE
"EMPADA (QUEIJO, CARNE, CAMARAO, ETC)",NAO SE APLICA,empada queijo carne camarao etc,153.96,7.89,12.47,7.91,1.03,193.95,2.71,0.73,1.22,17.32,IBGE
"RIZOLE  (QUEIJO, CARNE, CAMARAO, ETC)",NAO SE APLICA,rizole queijo carne camarao etc,274.6,13.41,16.54,16.88,0.88,165.16,4.61,0.43,2.68,107.65,IBGE
ACARAJE,NAO SE APLICA,acaraje,289.0,8.3,19.1,19.9,9.4,305.0,9.1,,,25.0,IBGE
TORRESMO,NAO SE APLICA,torresmo,544.0,61.3,,31.3,,1838.0,11.37,0.31,,95.0,IBGE
QUIBE,NAO SE APLICA,quibe,274.6,13.41,16.54,16.88,0.88,165.16,4.61,0.43,2.68,107.65,IBGE
ABARA (BAHIA),NAO SE APLICA,abara bahia,289.0,8.3,19.1,19.9,9.4,305.0,9.1,,,25.0,IBGE
PACOCA DE CARNE DE SOL,NAO SE APLICA,pacoca de carne de sol,354.0,13.44,43.95,13.43,3.2,913.71,5.45,0.02,,47.0,IBGE
ANGU FRITO,NAO SE APLICA,angu frito,74.6,1.45,13.0,1.78,0.26,250.52,1.03,0.06,0.52,4.2,IBGE
ANGU DE MILHO,NAO SE APLICA,angu de milho,60.58,1.44,13.0,0.2,0.26,239.26,0.03,,0.52,,IBGE
POLENTA,NAO SE APLICA,polenta,74.6,1.45,13.0,1.78,0.26,250.52,1.03,0.06,0.52,4.2,IBGE
ESFIRRA,NAO SE APLICA,esfirra,359.42,9.76,37.51,18.88,1.46,821.95,11.73,0.66,0.7,53.94,IBGE
ESFIRRA DE CARNE,NAO SE APLICA,esfirra de carne,346.45,11.9,26.2,21.38,1.08,224.21,12.01,0.97,0.13,67.24,IBGE
ESFIRRA DE QUEIJO,NAO SE APLICA,esfirra de queijo,359.42,9.76,37.51,18.88,1.46,821.95,11.73,0.66,0.7,53.94,IBGE
ESFIRRA DE RICOTA,NAO SE APLICA,esfirra de ricota,320.39,7.54,38.09,15.25,1.46,759.07,9.42,0.58,0.47,41.37,IBGE
ESFIRRA DE FRANGO,NAO SE APLICA,esfirra de frango,222.39,9.47,17.32,12.71,0.78,539.3,6.61,0.41,0.46,42.43,IBGE
ENROLADINHO,NAO SE APLICA,enroladinho,274.6,13.41,16.54,16.88,0.88,165.16,4.61,0.43,2.68,107.65,IBGE
BOLINHO DE AIPIM,NAO SE APLICA,bolinho de aipim,212.64,6.28,18.51,13.11,2.72,398.23,2.91,0.16,2.75,15.92,IBGE
BOLINHO DE BACALHAU,NAO SE APLICA,bolinho de bacalhau,214.01,16.7,7.69,12.75,0.83,377.44,2.48,0.63,0.68,74.8,IBGE
CACHORRO QUENTE,NAO SE APLICA,cachorro quente,272.47,8.73,24.8,15.22,1.09,868.34,5.32,0.65,5.81,23.59,IBGE
HAMBURGUER (SANDUICHE),NAO SE APLICA,hamburguer sanduiche,267.16,13.08,32.36,9.22,1.68,472.53,3.29,0.69,6.24,23.71,IBGE
CHEESBURGUER,NAO SE APLICA,cheesburguer,279.85,14.15,28.74,11.81,1.49,592.12,5.22,0.7,5.65,31.98,IBGE
EGGSBURGUER,NAO SE APLICA,eggsburguer,269.44,13.28,17.42,16.1,0.64,461.19,3.71,0.41,4.56,148.59,IBGE
BAURU,NAO SE APLICA,bauru,229.47,13.67,13.97,13.0,0.78,890.09,4.48,0.3,2.31,35.15,IBGE
AMERICANO,NAO SE APLICA,americano,236.68,10.05,16.85,14.22,1.0,474.56,3.96,0.29,2.25,127.5,IBGE
MISTO QUENTE OU FRIO,NAO SE APLICA,misto quente ou frio,265.42,16.29,18.3,13.78,0.85,1175.68,6.03,1.25,1.82,42.63,IBGE
SANDUICHE DE QUEIJO PRATO,NAO SE APLICA,sanduiche de queijo prato,329.29,12.22,31.09,17.24,1.45,972.56,8.11,2.11,3.09,32.11,IBGE
SANDUICHE DE SALAME,NAO SE APLICA,sanduiche de salame,282.99,8.97,30.27,13.74,1.4,839.12,3.98,1.88,3.16,22.66,IBGE
SANDUICHE DE PRESUNTO,NAO SE APLICA,sanduiche de presunto,230.33,10.97,18.73,12.15,1.11,844.22,2.53,0.26,1.93,24.73,IBGE
SANDUICHE DE QUEIJO PRATO COM PRESUNTO,NAO SE APLICA,sanduiche de queijo prato com presunto,265.42,16.29,18.3,13.78,0.85,1175.68,6.03,1.25,1.82,42.63,IBGE
SANDUICHE DE MORTADELA,NAO SE APLICA,sanduiche de mortadela,315.97,8.6,32.81,16.56,1.45,824.32,5.38,2.05,3.47,25.62,IBGE
SANDUICHE DE QUEIJO MINAS,NAO SE APLICA,sanduiche de queijo minas,329.29,12.22,31.09,17.24,1.45,972.56,8.11,2.11,3.09,32.11,IBGE
CHEESE EGG,NAO SE APLICA,cheese egg,279.85,14.15,28.74,11.81,1.49,592.12,5.22,0.7,5.65,31.98,IBGE
CHEESE TUDO,NAO SE APLICA,cheese tudo,279.85,14.15,28.74,11.81,1.49,592.12,5.22,0.7,5.65,31.98,IBGE
SANDUICHE NATURAL,NAO SE APLICA,sanduiche natural,245.58,11.21,25.58,10.84,1.47,436.03,1.96,0.37,3.81,26.28,IBGE
SUCO,NAO SE APLICA,suco,41.83,0.59,9.81,0.14,0.31,1.99,0.02,,8.12,,IBGE
SUCO DE ABACAXI,NAO SE APLICA,suco de abacaxi,53.21,0.36,12.92,0.12,0.2,2.01,0.01,,10.03,,IBGE
SUCO DE ACEROLA,NAO SE APLICA,suco de acerola,23.06,0.4,4.81,0.3,0.3,3.01,0.07,,4.41,,IBGE
SUCO DE BETERRABA,NAO SE APLICA,suco de beterraba,30.77,0.81,7.11,0.12,0.76,28.03,0.02,,4.71,,IBGE
SUCO DE CUPUACU,NAO SE APLICA,suco de cupuacu,24.5,0.6,5.2,0.5,1.55,1.5,0.2,,,,IBGE
SUCO DE GOIABA,NAO SE APLICA,suco de goiaba,62.28,0.37,15.62,0.14,0.79,0.29,0.04,,14.81,,IBGE
SUCO DE LARANJA,NAO SE APLICA,suco de laranja,41.83,0.59,9.81,0.14,0.31,1.99,0.02,,8.12,,IBGE
SUCO DE LARANJA COM BANANA,NAO SE APLICA,suco de laranja com banana,56.8,0.76,13.84,0.2,0.93,1.85,0.04,,9.69,,IBGE
SUCO DE LARANJA E BETERRABA,NAO SE APLICA,suco de laranja e beterraba,30.77,0.81,7.11,0.12,0.76,28.03,0.02,,4.71,,IBGE
SUCO DE LARANJA E CENOURA,NAO SE APLICA,suco de laranja e cenoura,30.77,0.81,7.11,0.12,0.76,28.03,0.02,,4.71,,IBGE
SUCO DE LARANJA CENOURA E BETERRABA,NAO SE APLICA,suco de laranja cenoura e beterraba,30.77,0.81,7.11,0.12,0.76,28.03,0.02,,4.71,,IBGE
SUCO DE MAMAO,NAO SE APLICA,suco de mamao,57.13,0.17,14.54,0.15,0.6,5.01,0.05,,10.6,,IBGE
SUCO DE MANGA,NAO SE APLICA,suco de manga,50.86,0.11,13.08,0.06,0.3,4.99,0.01,,12.42,,IBGE
SUCO DE MARACUJA,NAO SE APLICA,suco de maracuja,60.14,0.67,14.48,0.18,0.2,6.01,0.02,,11.44,,IBGE
SUCO DE MELAO,NAO SE APLICA,suco de melao,31.79,0.65,8.0,0.16,0.42,1.06,0.02,,6.58,,IBGE
SUCO DE MORANGO,NAO SE APLICA,suco de morango,59.21,0.57,14.51,0.1,0.23,2.87,0.02,,14.45,,IBGE
SUCO DE PESSEGO,NAO SE APLICA,suco de pessego,53.99,0.27,13.92,0.02,0.6,7.0,0.0,,13.24,,IBGE
SUCO DE PESSEGO EM CALDA,NAO SE APLICA,suco de pessego em calda,53.99,0.27,13.92,0.02,0.6,7.0,0.0,,13.24,,IBGE
VITAMINA,NAO SE APLICA,vitamina,92.78,2.47,16.39,2.31,0.62,27.71,1.31,0.08,14.36,6.87,IBGE
VITAMINA DE BANANA,NAO SE APLICA,vitamina de banana,92.78,2.47,16.39,2.31,0.62,27.71,1.31,0.08,14.36,6.87,IBGE
VITAMINA DE BANANA COM AVEIA,NAO SE APLICA,vitamina de banana com aveia,108.46,3.06,19.2,2.54,1.15,26.45,1.29,0.08,13.59,6.47,IBGE
VITAMINA DE MAMÃO,NAO SE APLICA,vitamina de mamao,80.59,2.42,12.95,2.34,0.38,29.1,1.34,0.08,12.43,7.12,IBGE
VITAMINA DE ABACATE,NAO SE APLICA,vitamina de abacate,100.19,2.74,12.8,4.64,1.34,27.95,1.75,0.08,12.02,6.87,IBGE
VITAMINA DE MORANGO,NAO SE APLICA,vitamina de morango,74.61,1.96,13.27,1.83,0.8,21.41,0.99,0.06,12.55,5.25,IBGE
VITAMINA MISTA,NAO SE APLICA,vitamina mista,83.16,1.81,16.2,1.65,0.77,19.83,0.92,0.06,14.26,4.84,IBGE
VITAMINA DE MACA,NAO SE APLICA,vitamina de maca,82.99,2.28,13.98,2.26,0.31,27.47,1.29,0.08,13.85,6.87,IBGE
REFRESCO,NAO SE APLICA,refresco,46.81,,11.92,,0.2,37.84,0.0,,10.76,,IBGE
REFRESCO DE CAJU,NAO SE APLICA,refresco de caju,46.81,,11.92,,0.2,37.84,0.0,,10.76,,IBGE
REFRESCO DE GROSELHA,NAO SE APLICA,refresco de groselha,46.81,,11.92,,0.2,37.84,0.0,,10.76,,IBGE
REFRESCO DE LARANJA,NAO SE APLICA,refresco de laranja,46.81,,11.92,,0.2,37.84,0.0,,10.76,,IBGE
REFRESCO DE MARACUJA,NAO SE APLICA,refresco de maracuja,46.81,,11.92,,0.2,37.84,0.0,,10.76,,IBGE
REFRESCO DE LIMAO,NAO SE APLICA,refresco de limao,46.81,,11.92,,0.2,37.84,0.0,,10.76,,IBGE
"SALADA OU VERDURA COZIDA, EXCETO DE FRUTA",NAO SE APLICA,salada ou verdura cozida exceto de fruta,26.0,2.11,4.91,0.36,2.8,16.0,0.05,,1.41,,IBGE
SALADA DE MAIONESE,NAO SE APLICA,salada de maionese,209.79,2.71,12.65,16.83,1.38,281.91,2.72,0.05,1.2,56.02,IBGE
PIZZA,NAO SE APLICA,pizza,281.2,14.6,29.82,11.35,1.74,736.75,5.57,0.18,2.19,21.88,IBGE
LAZANHA,NAO SE APLICA,lazanha,158.63,10.78,12.34,7.31,1.11,319.0,3.82,0.27,2.27,28.56,IBGE
NHOQUE,NAO SE APLICA,nhoque,190.54,9.31,8.49,13.18,0.26,196.3,4.52,0.17,0.66,70.21,IBGE
CANELONI,NAO SE APLICA,caneloni,120.86,5.94,9.22,6.8,1.01,430.52,2.5,0.51,2.7,43.32,IBGE
CAPELETI,NAO SE APLICA,capeleti,95.24,5.53,12.6,2.59,1.2,499.6,0.98,0.06,2.01,54.49,IBGE
RAVIOLI,NAO SE APLICA,ravioli,95.24,5.53,12.6,2.59,1.2,499.6,0.98,0.06,2.01,54.49,IBGE
CALZONE,NAO SE APLICA,calzone,245.75,12.83,25.8,9.85,1.18,511.0,5.24,0.2,1.52,47.3,IBGE
PANQUECA,NAO SE APLICA,panqueca,203.18,13.96,8.27,12.46,0.66,332.45,4.8,0.76,1.75,77.23,IBGE
PIZZA CALABREZA,NAO SE APLICA,pizza calabreza,284.72,13.74,29.51,12.21,1.75,762.05,5.1,0.15,2.13,25.03,IBGE
PIZZA MUZZARELA,NAO SE APLICA,pizza muzzarela,281.2,14.6,29.82,11.35,1.74,736.75,5.57,0.18,2.19,21.88,IBGE
PIZZA PRESUNTO,NAO SE APLICA,pizza presunto,284.72,13.74,29.51,12.21,1.75,762.05,5.1,0.15,2.13,25.03,IBGE
PIZZA PORTUGUESA,NAO SE APLICA,pizza portuguesa,247.49,11.75,22.4,12.23,1.56,668.22,4.8,0.24,2.31,26.19,IBGE
MACARRONADA,NAO SE APLICA,macarronada,120.59,6.22,17.42,2.79,1.25,82.21,0.74,0.08,1.4,9.43,IBGE
GALETO,NAO SE APLICA,galeto,261.66,27.3,,16.16,,82.0,4.19,0.46,,88.0,IBGE
COSTELA,NAO SE APLICA,costela,365.0,22.6,,29.79,,64.0,12.01,1.35,,84.0,IBGE
PIPOCA DOCE OU SALGADA,NAO SE APLICA,pipoca doce ou salgada,468.15,6.59,62.51,23.28,6.02,505.54,5.39,4.83,29.5,4.02,IBGE
CAFE,NAO SE APLICA,cafe,1.0,0.12,0.47,0.02,0.47,2.0,0.0,,,,IBGE
CAFE COM LEITE,NAO SE APLICA,cafe com leite,31.44,1.72,2.57,1.69,0.24,21.63,0.96,0.06,2.71,5.16,IBGE
CAFE TIPO EXPRESSO,NAO SE APLICA,cafe tipo expresso,2.45,0.12,0.77,0.01,0.21,4.38,0.0,,0.01,,IBGE
CAFE TIPO CAPUCCINO,NAO SE APLICA,cafe tipo capuccino,27.71,0.26,5.17,0.84,0.13,50.1,0.79,0.0,4.35,,IBGE
MILHO COZIDO,NAO SE APLICA,milho cozido,160.14,3.32,25.11,7.18,4.25,244.96,1.12,0.03,3.16,,IBGE
BATATA PALITO,NAO SE APLICA,batata palito,263.5,2.87,33.6,13.64,3.44,8.4,2.15,0.07,1.44,,IBGE
BATATA PALHA,NAO SE APLICA,batata palha,545.7,5.24,54.52,35.24,4.53,701.61,5.55,0.19,1.2,,IBGE
MUNGUNZA,NAO SE APLICA,mungunza,146.0,4.0,24.4,3.9,2.4,,,,,,IBGE
CANJICA,NAO SE APLICA,canjica,146.0,4.0,24.4,3.9,2.4,,,,,,IBGE
CURAU,NAO SE APLICA,curau,78.24,2.42,10.46,3.06,0.17,319.33,1.35,0.23,7.2,6.02,IBGE
FAROFA,NAO SE APLICA,farofa,406.0,2.1,80.3,9.1,7.8,575.0,1.9,,,,IBGE
"MINGAU (FUBA,  AVEIA, FARINHA, ETC)",NAO SE APLICA,mingau fuba aveia farinha etc,78.24,2.42,10.46,3.06,0.17,319.33,1.35,0.23,7.2,6.02,IBGE
TACACA,NAO SE APLICA,tacaca,16.0,2.0,0.4,0.6,,318.0,0.14,,0.16,,IBGE
BOLINHO DE COCO,NAO SE APLICA,bolinho de coco,297.32,6.71,54.89,5.8,0.85,58.58,2.78,,39.67,152.61,IBGE
